STATE/UT,YEAR,CAUSE,CASES,January,February,March,April,May,June,July,August,September,October,November,December
A & N ISLANDS,2007,Total,152,17,16,12,22,12,14,8,10,11,7,11,12
A & N ISLANDS,2008,Road Accidents,191,17,22,15,16,15,17,13,11,13,17,11,24
A & N ISLANDS,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2008,Total,191,17,22,15,16,15,17,13,11,13,17,11,24
A & N ISLANDS,2009,Road Accidents,271,16,23,23,21,21,19,24,25,31,22,20,26
A & N ISLANDS,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2009,Total,271,16,23,23,21,21,19,24,25,31,22,20,26
A & N ISLANDS,2010,Road Accidents,285,16,30,28,15,29,24,22,18,25,30,27,21
A & N ISLANDS,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2010,Total,285,16,30,28,15,29,24,22,18,25,30,27,21
A & N ISLANDS,2011,Road Accidents,235,24,10,19,24,13,28,17,18,25,17,18,22
A & N ISLANDS,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2011,Total,235,24,10,19,24,13,28,17,18,25,17,18,22
A & N ISLANDS,2012,Road Accidents,236,25,15,24,24,18,16,17,18,18,25,17,19
A & N ISLANDS,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,2012,Total,236,25,15,24,24,18,16,17,18,18,25,17,19
CHANDIGARH,2001,Road Accidents,493,48,25,34,47,48,46,34,31,53,37,38,52
CHANDIGARH,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2001,Total,493,48,25,34,47,48,46,34,31,53,37,38,52
CHANDIGARH,2002,Road Accidents,494,33,42,47,42,39,34,45,46,39,38,41,48
CHANDIGARH,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2002,Total,494,33,42,47,42,39,34,45,46,39,38,41,48
CHANDIGARH,2003,Road Accidents,443,43,35,38,40,36,32,29,36,39,43,41,31
CHANDIGARH,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2003,Total,443,43,35,38,40,36,32,29,36,39,43,41,31
CHANDIGARH,2004,Road Accidents,411,27,36,40,23,36,26,29,34,40,37,45,38
CHANDIGARH,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2004,Total,411,27,36,40,23,36,26,29,34,40,37,45,38
CHANDIGARH,2005,Road Accidents,528,46,38,32,27,43,44,41,50,56,52,55,44
CHANDIGARH,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2005,Total,528,46,38,32,27,43,44,41,50,56,52,55,44
CHANDIGARH,2006,Road Accidents,521,52,42,43,42,51,42,31,43,45,46,34,50
CHANDIGARH,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2006,Total,521,52,42,43,42,51,42,31,43,45,46,34,50
CHANDIGARH,2007,Road Accidents,536,36,39,50,39,48,35,45,48,55,60,48,33
CHANDIGARH,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2007,Total,536,36,39,50,39,48,35,45,48,55,60,48,33
CHANDIGARH,2008,Road Accidents,477,38,34,46,45,42,39,38,46,36,42,34,37
CHANDIGARH,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2008,Total,477,38,34,46,45,42,39,38,46,36,42,34,37
CHANDIGARH,2009,Road Accidents,424,35,32,41,25,26,29,37,35,50,38,40,36
CHANDIGARH,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2009,Total,424,35,32,41,25,26,29,37,35,50,38,40,36
CHANDIGARH,2010,Road Accidents,456,31,39,40,35,31,33,31,30,36,54,44,52
CHANDIGARH,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2010,Total,456,31,39,40,35,31,33,31,30,36,54,44,52
CHANDIGARH,2011,Road Accidents,441,27,46,40,37,49,35,35,27,26,45,24,50
CHANDIGARH,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2011,Total,441,27,46,40,37,49,35,35,27,26,45,24,50
CHANDIGARH,2012,Road Accidents,412,34,41,29,40,26,30,36,43,30,35,35,33
CHANDIGARH,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,2012,Total,412,34,41,29,40,26,30,36,43,30,35,35,33
D & N HAVELI,2001,Road Accidents,87,6,11,6,8,9,7,4,7,9,8,5,7
D & N HAVELI,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2001,Total,87,6,11,6,8,9,7,4,7,9,8,5,7
D & N HAVELI,2002,Road Accidents,80,10,6,3,5,12,9,6,5,6,3,9,6
D & N HAVELI,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2002,Total,80,10,6,3,5,12,9,6,5,6,3,9,6
D & N HAVELI,2003,Road Accidents,73,6,10,6,4,8,5,1,6,4,8,8,7
D & N HAVELI,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2003,Total,73,6,10,6,4,8,5,1,6,4,8,8,7
D & N HAVELI,2004,Road Accidents,111,6,10,12,11,10,8,7,5,11,14,5,12
D & N HAVELI,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2004,Total,111,6,10,12,11,10,8,7,5,11,14,5,12
D & N HAVELI,2005,Road Accidents,127,13,13,9,3,10,16,12,11,5,10,10,15
D & N HAVELI,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2005,Total,127,13,13,9,3,10,16,12,11,5,10,10,15
D & N HAVELI,2006,Road Accidents,103,9,5,13,8,5,8,9,6,10,7,9,14
D & N HAVELI,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2006,Total,103,9,5,13,8,5,8,9,6,10,7,9,14
D & N HAVELI,2007,Road Accidents,116,12,7,14,6,7,10,8,14,14,13,0,11
D & N HAVELI,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2007,Total,116,12,7,14,6,7,10,8,14,14,13,0,11
D & N HAVELI,2008,Road Accidents,116,10,15,12,8,14,8,8,9,5,7,9,11
D & N HAVELI,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2008,Total,116,10,15,12,8,14,8,8,9,5,7,9,11
D & N HAVELI,2009,Road Accidents,45,6,5,2,3,4,4,3,3,0,4,6,5
D & N HAVELI,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2009,Total,45,6,5,2,3,4,4,3,3,0,4,6,5
D & N HAVELI,2010,Road Accidents,79,9,10,4,7,5,7,10,4,2,6,7,8
D & N HAVELI,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,Total,79,9,10,4,7,5,7,10,4,2,6,7,8
D & N HAVELI,2011,Road Accidents,103,12,7,6,8,9,10,6,7,8,10,7,13
D & N HAVELI,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2011,Total,103,12,7,6,8,9,10,6,7,8,10,7,13
D & N HAVELI,2012,Road Accidents,85,7,11,15,7,5,7,4,5,9,7,2,6
D & N HAVELI,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2012,Total,85,7,11,15,7,5,7,4,5,9,7,2,6
DAMAN & DIU,2001,Road Accidents,35,2,1,4,2,3,5,3,3,4,3,4,1
DAMAN & DIU,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2001,Total,35,2,1,4,2,3,5,3,3,4,3,4,1
DAMAN & DIU,2002,Road Accidents,68,5,3,8,6,4,4,10,1,5,5,5,12
DAMAN & DIU,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002,Total,68,5,3,8,6,4,4,10,1,5,5,5,12
DAMAN & DIU,2003,Road Accidents,72,6,8,5,4,3,5,16,4,4,7,4,6
DAMAN & DIU,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2003,Total,72,6,8,5,4,3,5,16,4,4,7,4,6
DAMAN & DIU,2004,Road Accidents,47,8,2,2,2,3,6,5,3,2,3,8,3
DAMAN & DIU,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004,Total,47,8,2,2,2,3,6,5,3,2,3,8,3
DAMAN & DIU,2005,Road Accidents,57,5,6,4,6,5,4,0,5,3,4,7,8
DAMAN & DIU,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2005,Total,57,5,6,4,6,5,4,0,5,3,4,7,8
DAMAN & DIU,2006,Road Accidents,57,6,7,4,9,9,2,4,3,2,5,5,1
DAMAN & DIU,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006,Total,57,6,7,4,9,9,2,4,3,2,5,5,1
DAMAN & DIU,2007,Road Accidents,60,8,4,4,7,5,4,5,7,3,4,6,3
DAMAN & DIU,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,Total,60,8,4,4,7,5,4,5,7,3,4,6,3
DAMAN & DIU,2008,Road Accidents,50,3,2,9,9,3,1,2,2,3,5,7,4
DAMAN & DIU,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2008,Total,50,3,2,9,9,3,1,2,2,3,5,7,4
DAMAN & DIU,2009,Road Accidents,21,2,2,2,2,1,2,2,1,1,1,2,3
DAMAN & DIU,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2009,Total,21,2,2,2,2,1,2,2,1,1,1,2,3
DAMAN & DIU,2010,Road Accidents,36,6,2,0,2,4,4,2,2,4,1,3,6
DAMAN & DIU,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2010,Total,36,6,2,0,2,4,4,2,2,4,1,3,6
DAMAN & DIU,2011,Road Accidents,21,2,2,2,1,1,1,1,2,2,2,2,3
DAMAN & DIU,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2011,Total,21,2,2,2,1,1,1,1,2,2,2,2,3
DAMAN & DIU,2012,Road Accidents,50,7,3,5,5,3,4,5,1,2,1,7,7
DAMAN & DIU,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2012,Total,50,7,3,5,5,3,4,5,1,2,1,7,7
DELHI (UT),2001,Road Accidents,9282,707,681,786,762,810,779,763,811,780,821,798,784
DELHI (UT),2001,Rail-Road Accidents,7,0,0,0,0,1,1,3,1,0,1,0,0
DELHI (UT),2001,Other Railway Accidents,874,57,70,72,73,73,85,75,85,57,86,71,70
DELHI (UT),2001,Total,10163,764,751,858,835,884,865,841,897,837,908,869,854
DELHI (UT),2002,Road Accidents,8710,695,710,847,698,702,665,768,801,706,724,669,725
DELHI (UT),2002,Rail-Road Accidents,7,0,0,1,3,0,1,1,1,0,0,0,0
DELHI (UT),2002,Other Railway Accidents,818,56,59,64,68,59,79,72,76,66,76,58,85
DELHI (UT),2002,Total,9535,751,769,912,769,761,745,841,878,772,800,727,810
DELHI (UT),2003,Road Accidents,8869,638,645,689,714,719,747,785,803,791,859,778,701
DELHI (UT),2003,Rail-Road Accidents,3,0,1,1,0,0,0,0,0,0,1,0,0
DELHI (UT),2003,Other Railway Accidents,807,47,47,74,44,60,70,81,94,82,85,66,57
DELHI (UT),2003,Total,9679,685,693,764,758,779,817,866,897,873,945,844,758
DELHI (UT),2004,Road Accidents,9110,730,746,755,719,747,766,727,793,761,778,843,745
DELHI (UT),2004,Rail-Road Accidents,7,1,0,0,0,0,0,0,1,4,0,0,1
DELHI (UT),2004,Other Railway Accidents,761,49,59,71,53,71,73,66,67,57,73,67,55
DELHI (UT),2004,Total,9878,780,805,826,772,818,839,793,861,822,851,910,801
DELHI (UT),2005,Road Accidents,9580,777,722,850,698,815,773,806,900,831,780,835,793
DELHI (UT),2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2005,Other Railway Accidents,807,49,42,63,72,67,61,76,78,78,82,76,63
DELHI (UT),2005,Total,10387,826,764,913,770,882,834,882,978,909,862,911,856
DELHI (UT),2006,Road Accidents,9699,718,726,868,779,796,754,846,863,804,832,865,848
DELHI (UT),2006,Rail-Road Accidents,1,0,0,0,0,0,1,0,0,0,0,0,0
DELHI (UT),2006,Other Railway Accidents,924,68,59,91,81,62,82,85,81,82,81,76,76
DELHI (UT),2006,Total,10624,786,785,959,860,858,837,931,944,886,913,941,924
DELHI (UT),2007,Road Accidents,10528,818,809,839,786,752,757,834,768,833,1196,921,1215
DELHI (UT),2007,Rail-Road Accidents,2,0,0,0,0,0,0,0,0,0,1,1,0
DELHI (UT),2007,Other Railway Accidents,905,63,52,74,71,72,75,95,81,83,102,68,69
DELHI (UT),2007,Total,11435,881,861,913,857,824,832,929,849,916,1299,990,1284
DELHI (UT),2008,Road Accidents,8566,698,696,780,747,713,691,731,721,707,704,671,707
DELHI (UT),2008,Rail-Road Accidents,1,0,0,0,0,0,0,0,1,0,0,0,0
DELHI (UT),2008,Other Railway Accidents,1099,89,65,99,91,96,94,111,105,85,103,83,78
DELHI (UT),2008,Total,9666,787,761,879,838,809,785,842,827,792,807,754,785
DELHI (UT),2009,Road Accidents,7614,607,632,644,646,657,565,610,707,609,639,642,656
DELHI (UT),2009,Rail-Road Accidents,3,1,0,0,1,0,0,0,0,1,0,0,0
DELHI (UT),2009,Other Railway Accidents,1331,96,76,90,96,113,121,138,135,128,128,103,107
DELHI (UT),2009,Total,8948,704,708,734,743,770,686,748,842,738,767,745,763
DELHI (UT),2010,Road Accidents,7220,559,574,616,569,639,545,640,600,574,614,652,638
DELHI (UT),2010,Rail-Road Accidents,3,0,0,0,0,0,0,1,1,0,0,1,0
DELHI (UT),2010,Other Railway Accidents,1492,85,100,145,132,128,128,127,151,108,134,134,120
DELHI (UT),2010,Total,8715,644,674,761,701,767,673,768,752,682,748,787,758
DELHI (UT),2011,Road Accidents,7280,562,619,631,575,606,570,633,637,589,685,593,580
DELHI (UT),2011,Rail-Road Accidents,7,0,1,0,1,1,0,0,3,1,0,0,0
DELHI (UT),2011,Other Railway Accidents,1409,103,115,111,118,119,113,137,140,120,110,132,91
DELHI (UT),2011,Total,8696,665,735,742,694,726,683,770,780,710,795,725,671
DELHI (UT),2012,Road Accidents,6937,540,544,570,556,554,556,571,554,658,603,625,606
DELHI (UT),2012,Rail-Road Accidents,1,0,0,0,0,0,0,0,0,0,1,0,0
DELHI (UT),2012,Other Railway Accidents,1258,107,114,98,82,134,96,104,108,122,110,98,85
DELHI (UT),2012,Total,8196,647,658,668,638,688,652,675,662,780,714,723,691
LAKSHADWEEP,2001,Road Accidents,6,2,0,0,0,0,0,0,0,2,1,1,0
LAKSHADWEEP,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Total,6,2,0,0,0,0,0,0,0,2,1,1,0
LAKSHADWEEP,2002,Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Road Accidents,1,0,0,0,0,0,0,0,0,0,0,1,0
LAKSHADWEEP,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Total,1,0,0,0,0,0,0,0,0,0,0,1,0
LAKSHADWEEP,2004,Road Accidents,2,0,1,0,0,0,0,0,0,0,0,1,0
LAKSHADWEEP,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Total,2,0,1,0,0,0,0,0,0,0,0,1,0
LAKSHADWEEP,2005,Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Road Accidents,1,0,0,0,0,0,0,1,0,0,0,0,0
LAKSHADWEEP,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Total,1,0,0,0,0,0,0,1,0,0,0,0,0
LAKSHADWEEP,2007,Road Accidents,2,1,0,0,1,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Total,2,1,0,0,1,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Road Accidents,1,1,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Total,1,1,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2011,Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2011,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2012,Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2012,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2001,Road Accidents,1286,109,89,122,107,122,106,107,107,97,105,111,104
PUDUCHERRY,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2001,Other Railway Accidents,1,0,0,1,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2001,Total,1287,109,89,123,107,122,106,107,107,97,105,111,104
PUDUCHERRY,2002,Road Accidents,1484,101,110,131,121,126,140,141,128,120,131,111,124
PUDUCHERRY,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2002,Other Railway Accidents,1,0,0,1,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2002,Total,1485,101,110,132,121,126,140,141,128,120,131,111,124
PUDUCHERRY,2003,Road Accidents,1586,103,122,142,123,138,131,133,156,147,134,114,143
PUDUCHERRY,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2003,Total,1586,103,122,142,123,138,131,133,156,147,134,114,143
PUDUCHERRY,2004,Road Accidents,1633,137,139,143,126,127,124,145,146,144,161,114,127
PUDUCHERRY,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2004,Total,1633,137,139,143,126,127,124,145,146,144,161,114,127
PUDUCHERRY,2005,Road Accidents,1780,152,164,150,153,138,145,162,159,148,143,121,145
PUDUCHERRY,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2005,Other Railway Accidents,4,0,0,0,0,0,0,1,0,1,1,1,0
PUDUCHERRY,2005,Total,1784,152,164,150,153,138,145,163,159,149,144,122,145
PUDUCHERRY,2006,Road Accidents,1639,120,124,166,125,148,132,125,161,151,130,122,135
PUDUCHERRY,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2006,Other Railway Accidents,6,0,0,0,0,0,0,0,1,2,2,0,1
PUDUCHERRY,2006,Total,1645,120,124,166,125,148,132,125,162,153,132,122,136
PUDUCHERRY,2007,Road Accidents,1744,149,126,157,165,138,153,152,139,156,131,149,129
PUDUCHERRY,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2007,Other Railway Accidents,6,0,0,0,0,2,1,0,0,0,2,1,0
PUDUCHERRY,2007,Total,1750,149,126,157,165,140,154,152,139,156,133,150,129
PUDUCHERRY,2008,Road Accidents,1698,127,145,152,153,162,151,142,154,136,155,91,130
PUDUCHERRY,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2008,Total,1698,127,145,152,153,162,151,142,154,136,155,91,130
PUDUCHERRY,2009,Road Accidents,1698,148,130,153,148,155,147,126,135,146,160,126,124
PUDUCHERRY,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2009,Other Railway Accidents,5,1,1,0,1,0,0,0,0,0,0,1,1
PUDUCHERRY,2009,Total,1703,149,131,153,149,155,147,126,135,146,160,127,125
PUDUCHERRY,2010,Road Accidents,1529,114,132,132,119,126,141,151,127,130,139,104,114
PUDUCHERRY,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,2010,Other Railway Accidents,6,1,0,0,0,1,0,1,1,0,1,0,1
